loadgenname,scenariotime,usercount,hitcount,avgrequestresponse,avgthroughput,errorcount,avgpageresponse
'',00:00:05,0,1,122.424,0.000,0,122.424
'',00:00:10,0,0,0.000,0.000,0,0.000
'',00:00:15,0,0,0.000,0.000,0,0.000
'',00:00:20,0,0,0.000,0.000,0,0.000
'',00:00:25,0,0,0.000,0.000,0,0.000
'',00:00:30,0,0,0.000,0.000,0,0.000
'',00:00:35,0,0,0.000,0.000,0,0.000
'',00:00:40,0,0,0.000,0.000,0,0.000
'',00:00:45,0,0,0.000,0.000,0,0.000
'',00:00:50,0,0,0.000,0.000,0,0.000
'',00:00:55,0,0,0.000,0.000,0,0.000
'',00:01:00,0,1,13066.970,0.000,0,13066.970
'',00:01:05,0,0,0.000,0.000,0,0.000
'',00:01:10,0,0,0.000,0.000,0,0.000
'',00:01:15,0,0,0.000,0.000,0,0.000
'',00:01:20,0,0,0.000,0.000,0,0.000
'',00:01:25,0,0,0.000,0.000,0,0.000
'',00:01:29,0,0,0.000,0.000,0,0.000
